P_model,P_model_std,R_model,R_model_std,F1_model_micro_one_lab,F1_model_micro_one_lab_std,F1_model_micro_one_boost,F1_model_micro_one_boost_std,F1_model_macro_one_lab,F1_model_macro_one_lab_std,F1_model_macro_one_boost,F1_model_macro_one_boost_std
0.138,0.0,0.981,0.0,0.241,0.0,0.241,0.0,0.5566666666666666,0.0,0.5566666666666666,0.0
0.268,0.0,0.917,0.0,0.414,0.0,0.414,0.0,0.6165,0.0,0.6165,0.0
0.65,0.0,0.67,0.0,0.66,0.0,0.66,0.0,0.7246666666666667,0.0,0.7246666666666667,0.0
0.911,0.0,0.441,0.0,0.595,0.0,0.595,0.0,0.6585,0.0,0.6585,0.0
0.756,0.0,0.778,0.0,0.767,0.0,0.767,0.0,0.8158333333333334,0.0,0.8158333333333334,0.0
0.508,0.0,0.921,0.0,0.655,0.0,0.655,0.0,0.7481666666666666,0.0,0.7481666666666666,0.0
0.754,0.0,0.789,0.0,0.771,0.0,0.771,0.0,0.8175,0.0,0.8175,0.0
0.775,0.0,0.839,0.0,0.806,0.0,0.806,0.0,0.8251666666666667,0.0,0.8251666666666667,0.0
0.778,0.0,0.856,0.0,0.815,0.0,0.815,0.0,0.8473333333333334,0.0,0.8473333333333334,0.0
0.859,0.0,0.765,0.0,0.809,0.0,0.809,0.0,0.8511666666666665,0.0,0.8511666666666665,0.0
0.84,0.0,0.766,0.0,0.801,0.0,0.801,0.0,0.8343333333333333,0.0,0.8343333333333333,0.0
0.896,0.0,0.777,0.0,0.832,0.0,0.832,0.0,0.8683333333333333,0.0,0.8683333333333333,0.0
0.905,0.0,0.654,0.0,0.759,0.0,0.759,0.0,0.809,0.0,0.809,0.0
0.867,0.0,0.885,0.0,0.876,0.0,0.876,0.0,0.8971666666666666,0.0,0.8971666666666666,0.0
0.816,0.0,0.889,0.0,0.851,0.0,0.851,0.0,0.8954999999999999,0.0,0.8954999999999999,0.0
0.86,0.0,0.901,0.0,0.88,0.0,0.88,0.0,0.9025,0.0,0.9025,0.0
0.868,0.0,0.895,0.0,0.882,0.0,0.882,0.0,0.9055,0.0,0.9055,0.0
0.854,0.0,0.909,0.0,0.881,0.0,0.881,0.0,0.9016666666666667,0.0,0.9016666666666667,0.0
0.824,0.0,0.921,0.0,0.87,0.0,0.87,0.0,0.898,0.0,0.898,0.0
0.814,0.0,0.931,0.0,0.869,0.0,0.869,0.0,0.8986666666666667,0.0,0.8986666666666667,0.0
0.793,0.0,0.933,0.0,0.858,0.0,0.858,0.0,0.8885,0.0,0.8885,0.0
0.772,0.0,0.927,0.0,0.842,0.0,0.859,0.0,0.8803333333333333,0.0,0.89,0.0
0.828,0.0,0.909,0.0,0.866,0.0,0.865,0.0,0.8960000000000002,0.0,0.8965000000000001,0.0
0.848,0.0,0.91,0.0,0.878,0.0,0.882,0.0,0.9049999999999999,0.0,0.9049999999999999,0.0
0.829,0.0,0.924,0.0,0.874,0.0,0.89,0.0,0.9009999999999999,0.0,0.9126666666666666,0.0
0.798,0.0,0.929,0.0,0.858,0.0,0.875,0.0,0.8928333333333334,0.0,0.9016666666666667,0.0
0.787,0.0,0.931,0.0,0.853,0.0,0.853,0.0,0.8865,0.0,0.8888333333333334,0.0
0.774,0.0,0.944,0.0,0.851,0.0,0.863,0.0,0.8863333333333333,0.0,0.8958333333333334,0.0
0.829,0.0,0.94,0.0,0.881,0.0,0.875,0.0,0.9126666666666665,0.0,0.9021666666666667,0.0
0.812,0.0,0.937,0.0,0.87,0.0,0.898,0.0,0.9,0.0,0.9293333333333335,0.0
0.84,0.0,0.93,0.0,0.883,0.0,0.881,0.0,0.9093333333333332,0.0,0.906,0.0
0.858,0.0,0.907,0.0,0.881,0.0,0.9,0.0,0.9075000000000001,0.0,0.9261666666666667,0.0
0.853,0.0,0.912,0.0,0.882,0.0,0.898,0.0,0.9143333333333334,0.0,0.9233333333333335,0.0
0.859,0.0,0.904,0.0,0.881,0.0,0.896,0.0,0.9168333333333334,0.0,0.9278333333333334,0.0
0.87,0.0,0.915,0.0,0.892,0.0,0.891,0.0,0.9213333333333332,0.0,0.9238333333333334,0.0
0.868,0.0,0.912,0.0,0.889,0.0,0.903,0.0,0.9241666666666667,0.0,0.9325000000000001,0.0
0.886,0.0,0.927,0.0,0.906,0.0,0.9,0.0,0.9349999999999999,0.0,0.9303333333333335,0.0
0.885,0.0,0.898,0.0,0.892,0.0,0.912,0.0,0.9176666666666667,0.0,0.9371666666666667,0.0
0.871,0.0,0.902,0.0,0.886,0.0,0.902,0.0,0.9123333333333333,0.0,0.9288333333333334,0.0
0.886,0.0,0.924,0.0,0.905,0.0,0.895,0.0,0.9328333333333333,0.0,0.9273333333333333,0.0
0.87,0.0,0.915,0.0,0.892,0.0,0.908,0.0,0.9166666666666666,0.0,0.9354999999999999,0.0
0.869,0.0,0.918,0.0,0.892,0.0,0.899,0.0,0.9246666666666666,0.0,0.9296666666666668,0.0
0.854,0.0,0.922,0.0,0.887,0.0,0.904,0.0,0.9106666666666666,0.0,0.9326666666666666,0.0
0.865,0.0,0.935,0.0,0.899,0.0,0.895,0.0,0.9245000000000001,0.0,0.9221666666666666,0.0
0.851,0.0,0.93,0.0,0.888,0.0,0.905,0.0,0.9131666666666666,0.0,0.9335000000000001,0.0
0.852,0.0,0.932,0.0,0.89,0.0,0.897,0.0,0.9159999999999999,0.0,0.9193333333333333,0.0
0.844,0.0,0.937,0.0,0.888,0.0,0.898,0.0,0.9126666666666666,0.0,0.9273333333333332,0.0
0.843,0.0,0.934,0.0,0.886,0.0,0.892,0.0,0.9078333333333334,0.0,0.9211666666666666,0.0
0.858,0.0,0.94,0.0,0.897,0.0,0.883,0.0,0.9166666666666666,0.0,0.904,0.0
0.86,0.0,0.925,0.0,0.891,0.0,0.898,0.0,0.9076666666666666,0.0,0.9276666666666666,0.0
0.876,0.0,0.918,0.0,0.897,0.0,0.889,0.0,0.9131666666666667,0.0,0.9108333333333335,0.0
0.897,0.0,0.913,0.0,0.905,0.0,0.896,0.0,0.9259999999999998,0.0,0.9161666666666667,0.0
0.882,0.0,0.918,0.0,0.899,0.0,0.914,0.0,0.9256666666666667,0.0,0.9395000000000001,0.0
0.876,0.0,0.917,0.0,0.896,0.0,0.908,0.0,0.9121666666666667,0.0,0.9346666666666666,0.0
0.871,0.0,0.907,0.0,0.889,0.0,0.898,0.0,0.9036666666666666,0.0,0.9146666666666667,0.0
0.869,0.0,0.918,0.0,0.893,0.0,0.9,0.0,0.9131666666666667,0.0,0.9153333333333333,0.0
0.87,0.0,0.926,0.0,0.897,0.0,0.899,0.0,0.9184999999999999,0.0,0.9149999999999999,0.0
0.871,0.0,0.936,0.0,0.902,0.0,0.908,0.0,0.923,0.0,0.9328333333333334,0.0
0.87,0.0,0.927,0.0,0.898,0.0,0.913,0.0,0.9135,0.0,0.939,0.0
0.874,0.0,0.909,0.0,0.891,0.0,0.899,0.0,0.9088333333333334,0.0,0.915,0.0
0.881,0.0,0.906,0.0,0.893,0.0,0.909,0.0,0.9143333333333333,0.0,0.9301666666666667,0.0
0.879,0.0,0.926,0.0,0.902,0.0,0.911,0.0,0.9301666666666667,0.0,0.9361666666666667,0.0
0.856,0.0,0.904,0.0,0.879,0.0,0.908,0.0,0.895,0.0,0.9351666666666668,0.0
0.873,0.0,0.903,0.0,0.888,0.0,0.895,0.0,0.9066666666666666,0.0,0.9096666666666667,0.0
0.879,0.0,0.909,0.0,0.894,0.0,0.9,0.0,0.9135,0.0,0.9159999999999999,0.0
0.889,0.0,0.912,0.0,0.9,0.0,0.899,0.0,0.9209999999999999,0.0,0.9158333333333334,0.0
0.875,0.0,0.91,0.0,0.892,0.0,0.908,0.0,0.9113333333333333,0.0,0.9329999999999999,0.0
0.874,0.0,0.924,0.0,0.898,0.0,0.899,0.0,0.9165,0.0,0.9179999999999998,0.0
0.877,0.0,0.935,0.0,0.905,0.0,0.911,0.0,0.9248333333333334,0.0,0.9321666666666668,0.0
0.881,0.0,0.925,0.0,0.902,0.0,0.908,0.0,0.9158333333333334,0.0,0.9331666666666667,0.0
0.885,0.0,0.934,0.0,0.909,0.0,0.904,0.0,0.9233333333333332,0.0,0.9191666666666666,0.0
0.884,0.0,0.931,0.0,0.907,0.0,0.906,0.0,0.9203333333333333,0.0,0.9203333333333333,0.0
0.874,0.0,0.924,0.0,0.898,0.0,0.904,0.0,0.9143333333333333,0.0,0.9183333333333333,0.0
0.878,0.0,0.933,0.0,0.905,0.0,0.897,0.0,0.9161666666666667,0.0,0.9168333333333334,0.0
0.877,0.0,0.927,0.0,0.901,0.0,0.905,0.0,0.9165000000000001,0.0,0.9211666666666667,0.0
0.87,0.0,0.937,0.0,0.902,0.0,0.903,0.0,0.9191666666666668,0.0,0.9185,0.0
0.874,0.0,0.944,0.0,0.907,0.0,0.906,0.0,0.9306666666666666,0.0,0.9225,0.0
0.872,0.0,0.935,0.0,0.903,0.0,0.913,0.0,0.9198333333333334,0.0,0.939,0.0
0.881,0.0,0.948,0.0,0.913,0.0,0.904,0.0,0.9381666666666666,0.0,0.9201666666666667,0.0
0.881,0.0,0.941,0.0,0.91,0.0,0.917,0.0,0.9336666666666668,0.0,0.9416666666666668,0.0
0.878,0.0,0.935,0.0,0.906,0.0,0.915,0.0,0.9218333333333334,0.0,0.9394999999999999,0.0
0.879,0.0,0.947,0.0,0.912,0.0,0.914,0.0,0.9355000000000001,0.0,0.9369999999999999,0.0
0.878,0.0,0.925,0.0,0.901,0.0,0.912,0.0,0.9156666666666666,0.0,0.9366666666666666,0.0
0.882,0.0,0.929,0.0,0.905,0.0,0.908,0.0,0.9195000000000001,0.0,0.9231666666666666,0.0
0.887,0.0,0.951,0.0,0.918,0.0,0.903,0.0,0.9418333333333333,0.0,0.919,0.0
0.887,0.0,0.944,0.0,0.915,0.0,0.916,0.0,0.9365,0.0,0.9408333333333333,0.0
0.877,0.0,0.935,0.0,0.905,0.0,0.913,0.0,0.9208333333333333,0.0,0.9385,0.0
0.888,0.0,0.934,0.0,0.911,0.0,0.906,0.0,0.9266666666666666,0.0,0.9195000000000001,0.0
0.886,0.0,0.927,0.0,0.906,0.0,0.92,0.0,0.9183333333333334,0.0,0.9433333333333334,0.0
0.886,0.0,0.924,0.0,0.905,0.0,0.908,0.0,0.9114999999999999,0.0,0.9213333333333332,0.0
0.883,0.0,0.947,0.0,0.914,0.0,0.904,0.0,0.9361666666666667,0.0,0.9118333333333334,0.0
0.876,0.0,0.934,0.0,0.904,0.0,0.917,0.0,0.9188333333333333,0.0,0.9403333333333334,0.0
0.881,0.0,0.949,0.0,0.914,0.0,0.907,0.0,0.9384999999999999,0.0,0.922,0.0
0.889,0.0,0.927,0.0,0.908,0.0,0.913,0.0,0.9206666666666669,0.0,0.939,0.0
0.885,0.0,0.933,0.0,0.908,0.0,0.913,0.0,0.9218333333333333,0.0,0.9331666666666667,0.0
0.89,0.0,0.948,0.0,0.918,0.0,0.913,0.0,0.9426666666666667,0.0,0.9306666666666666,0.0
0.901,0.0,0.934,0.0,0.917,0.0,0.918,0.0,0.9303333333333333,0.0,0.9400000000000001,0.0
0.898,0.0,0.932,0.0,0.915,0.0,0.92,0.0,0.9286666666666666,0.0,0.9408333333333334,0.0
0.894,0.0,0.937,0.0,0.915,0.0,0.916,0.0,0.9326666666666666,0.0,0.9301666666666666,0.0
0.893,0.0,0.932,0.0,0.912,0.0,0.923,0.0,0.9248333333333334,0.0,0.9453333333333332,0.0
